Date,Portfolio_Value,Daily_Return
2021-09-09,1000000.0,0.0
2021-09-10,1000000.0,0.0
2021-09-13,1000000.0,0.0
2021-09-14,1000000.0,0.0
2021-09-15,1000000.0,0.0
2021-09-16,1000000.0,0.0
2021-09-17,1000000.0,0.0
2021-09-20,1000000.0,0.0
2021-09-21,1000000.0,0.0
2021-09-22,1005185.032516144,0.005185032516143995
2021-09-23,1006334.2311641441,0.0011432707519762886
2021-09-24,1020351.469023393,0.013929008300784362
2021-09-27,1031811.183169984,0.011231143870022997
2021-09-28,1022494.5422052459,-0.009029404911192196
2021-09-29,1025025.026914173,0.002474814881133325
2021-09-30,1021093.3046351,-0.0038357329585497757
2021-10-01,1020918.777826693,-0.0001709215089499283
2021-10-04,1025176.4376049581,0.004170419695216809
2021-10-05,1024544.3320794861,-0.0006165821826228379
2021-10-06,1025996.290015411,0.0014171743383499802
2021-10-07,1033302.083455673,0.00712068212269279
2021-10-08,1027843.343430605,-0.005282811398978571
2021-10-11,1032178.1968478679,0.004217426171963634
2021-10-12,1041436.484470468,0.00896966013317635
2021-10-13,1045036.140956071,0.0034564340113676373
2021-10-14,1049895.374427343,0.004649823370535655
2021-10-15,1066469.061875151,0.015786037210467674
2021-10-18,1084624.307180435,0.01702369618989419
2021-10-19,1080713.691350728,-0.0036055026646718558
2021-10-20,1081738.350892016,0.0009481322847009199
2021-10-21,1100609.980823968,0.01744565117469521
2021-10-22,1111100.090950267,0.009531178445651989
2021-10-25,1188130.340530251,0.0693279122262549
2021-10-26,1183832.563646259,-0.0036172604447369805
2021-10-27,1196818.520393272,0.010969420123919882
2021-10-28,1222987.4665769609,0.021865425490817048
2021-10-29,1247653.3285983219,0.020168532135818706
2021-11-01,1310754.746223037,0.050576082456820215
2021-11-02,1286344.6401217568,-0.01862293931921144
2021-11-03,1314238.7090248158,0.021684755417038737
2021-11-04,1324934.4375592268,0.008138345386544898
2021-11-05,1319727.8835523028,-0.0039296691665101635
2021-11-08,1280348.9712360199,-0.029838660535296935
2021-11-09,1187624.6271314109,-0.07242114938015298
2021-11-10,1217164.329093414,0.024872928101325353
2021-11-11,1214225.932144782,-0.002414133308376254
2021-11-12,1194240.506237464,-0.01645939637610616
2021-11-15,1180941.673639803,-0.01113580767709843
2021-11-16,1208360.151346471,0.02321746985366424
2021-11-17,1231090.3403024918,0.018810773369754674
2021-11-18,1235979.668133861,0.003971542681561191
2021-11-19,1262923.8240252268,0.02179983747794756
2021-11-22,1276046.067329281,0.010390368013037055
2021-11-23,1244395.1225876699,-0.024803920134212287
2021-11-24,1248994.7045050298,0.0036962391075556766
2021-11-26,1226461.969834396,-0.01804069672141928
2021-11-29,1262850.837817096,0.029669789098812016
2021-11-30,1267983.7004148108,0.004064504250230527
2021-12-01,1235147.058177865,-0.02589673844088325
2021-12-02,1228287.519079898,-0.005553621370467887
2021-12-03,1182377.886310593,-0.0373769431473957
2021-12-06,1178445.42910726,-0.0033258886595076698
2021-12-07,1206608.197357941,0.02389823708002825
2021-12-08,1217938.0719289589,0.009389853803269732
2021-12-09,1175059.706505646,-0.03520570249963739
2021-12-10,1183761.9423629818,0.007405781858705884
2021-12-13,1150482.116186649,-0.028113613882450705
2021-12-14,1145284.3691259641,-0.00451788601279024
2021-12-15,1156760.806894615,0.010020601064702594
2021-12-16,1124560.3995699459,-0.027836703260298745
2021-12-17,1128262.442026918,0.00329199077113862
2021-12-20,1106860.466115555,-0.018968969553674442
2021-12-21,1132155.0909405272,0.022852586752639015
2021-12-22,1178236.467839182,0.040702353650481804
2021-12-23,1216291.176947518,0.03229802348430644
2021-12-27,1233920.764721876,0.014494545474384113
2021-12-28,1230348.202798246,-0.00289529281439338
2021-12-29,1228860.8665812789,-0.0012088742142950526
2021-12-30,1218496.9032669659,-0.008433797182545
2021-12-31,1209642.910046524,-0.007266323941163222
2022-01-03,1303004.0907685729,0.07718077785324118
2022-01-04,1270259.705567303,-0.025129917421790715
2022-01-05,1230179.944428019,-0.0315524148043288
2022-01-06,1214913.860420378,-0.01240963492925351
2022-01-07,1190337.429027405,-0.02022894971703515
2022-01-10,1210613.248204405,0.017033673547144357
2022-01-11,1214697.595761423,0.0033737839587300034
2022-01-12,1241898.9654931158,0.02239353220637752
2022-01-13,1193370.592238152,-0.03907594305442952
2022-01-14,1205092.831238492,0.009822798614766537
2022-01-18,1192682.567031168,-0.01029818109080427
2022-01-19,1170061.8328765149,-0.018966265442246444
2022-01-20,1170468.363611185,0.0003474438044617223
2022-01-21,1136514.8725261837,-0.029008465449033016
2022-01-24,1127494.3327098188,-0.007937018717858457
2022-01-25,1119975.83510679,-0.0066683240748171
2022-01-26,1132292.656614441,0.010997399338063873
2022-01-27,1062214.4940777519,-0.061890503420046095
2022-01-28,1073370.027190363,0.01050214732976018
2022-01-31,1131787.6074613212,0.054424456423355805
2022-02-01,1128253.174975966,-0.0031228761139053818
2022-02-02,1111729.2496839422,-0.014645582798715306
2022-02-03,1102350.838705236,-0.008435876794077646
2022-02-04,1123108.645656202,0.018830490459232463
2022-02-07,1112806.73008451,-0.009172679430023312
2022-02-08,1122251.7425544793,0.00848755872392326
2022-02-09,1128695.7577771242,0.005742040736757437
2022-02-10,1111018.945707427,-0.01566127271046902
2022-02-11,1082359.86477973,-0.025795312526780245
2022-02-14,1092493.7706350172,0.00936278790912981
2022-02-15,1122494.773755317,0.027461029002354476
2022-02-16,1123108.315742288,0.0005465878339176999
2022-02-17,1092904.985475592,-0.02689262455218655
2022-02-18,1080478.8343805543,-0.011369836591632376
2022-02-22,1057735.6954584992,-0.02104912951403981
2022-02-23,1020887.3324907762,-0.03483702320526327
2022-02-24,1044397.5453446764,0.023029194413197063
2022-02-25,1050227.1244506123,0.005581762550018299
2022-02-28,1088986.9264318843,0.036906114000386125
2022-03-01,1085110.0103768413,-0.0035601125788955468
2022-03-02,1095034.7494351324,0.0091462975766341
2022-03-03,1069090.7106560925,-0.02369243422861511
2022-03-04,1068455.0315910422,-0.0005945978752918135
2022-03-07,1046942.5532449943,-0.020134191622471542
2022-03-08,1059584.418644593,0.0120750325415806
2022-03-09,1081633.2804662064,0.020808971360505524
2022-03-10,1068456.8233698234,-0.012182000437989116
2022-03-11,1041098.0536654362,-0.025605872980528965
2022-03-14,1022642.2973233631,-0.017727202809663445
2022-03-15,1045247.5426562882,0.02210474316590605
2022-03-16,1069633.8600918911,0.023330662298071347
2022-03-17,1089571.3460905012,0.018639542690708444
2022-03-18,1111039.909658126,0.01970367855639421
2022-03-21,1121056.740533098,0.009015725526956286
2022-03-22,1167275.757533408,0.041228080015228485
2022-03-23,1170524.878989068,0.002783508039716276
2022-03-24,1179917.6116307382,0.008024376764876884
2022-03-25,1177836.878168074,-0.0017634565686230896
2022-03-28,1229281.292450096,0.043677027978640925
2022-03-29,1234179.3913844652,0.0039845224721566375
2022-03-30,1230645.951460495,-0.002862987300417119
2022-03-31,1220281.8467211928,-0.00842167865339516
2022-04-01,1224700.3439822202,0.0036208825632368935
2022-04-04,1263144.773586916,0.03139088659001299
2022-04-05,1228929.4262136281,-0.02708743137663272
2022-04-06,1200212.6661606522,-0.023367297942773813
2022-04-07,1207467.1857223362,0.006044361775392915
2022-04-08,1187436.4835670171,-0.016589024026633203
2022-04-11,1156198.358912344,-0.026307196289636292
2022-04-12,1163144.1815060102,0.006007466227681002
2022-04-13,1185432.860790337,0.019162438877928123
2022-04-14,1161919.1282710033,-0.019835566650022618
2022-04-18,1174047.1106106662,0.010437888528188832
2022-04-19,1189039.0498820012,0.012769452891491895
2022-04-20,1157042.7558710112,-0.026909371911852165
2022-04-21,1176896.600843036,0.017159128192353768
2022-04-22,1174558.355047041,-0.001986789488830243
2022-04-25,1170141.5297880343,-0.003760413639754767
2022-04-26,1093937.7438053663,-0.06512356329791313
2022-04-27,1097132.8644729992,0.002920751830463697
2022-04-28,1094634.7236439663,-0.0022769720149008466
2022-04-29,1090419.4233062672,-0.0038508739460287877
2022-05-02,1110539.0130422213,0.018451239317573087
2022-05-03,1114482.5376075222,0.003551000477235
2022-05-04,1141572.2321444901,0.024306970834304664
2022-05-05,1092032.8923598032,-0.043395711974900775
2022-05-06,1087276.054390432,-0.0043559475201263576
2022-05-09,1038283.3127680442,-0.04506007598029471
2022-05-10,1046353.4636369841,0.007772590361126985
2022-05-11,1005208.6403802491,-0.03932210738207065
2022-05-12,1001461.4104608161,-0.0037278130816856825
2022-05-13,1027359.1291924071,0.02585992676410198
2022-05-16,999231.2520856631,-0.02737881652821339
2022-05-17,1022389.509956912,0.02317607443012948
2022-05-18,990198.531386827,-0.03148602196773487
2022-05-19,989955.169054396,-0.00024577125163993685
2022-05-20,961703.736273967,-0.02853809310113986
2022-05-23,968524.2177801852,0.007092081738856004
2022-05-24,939538.1045100703,-0.029928124395846023
2022-05-25,958523.0273522781,0.020206655537518214
2022-05-26,988827.6304841652,0.03161593646382932
2022-05-27,1020958.6311600731,0.03249403605376133
2022-05-31,1020115.537779664,-0.0008257860354744517
2022-06-01,1009052.279286916,-0.010845103405470957
2022-06-02,1030450.720788493,0.021206474571068945
2022-06-03,986303.1297667361,-0.04284299106314915
2022-06-06,993282.409230647,0.0070762012745124725
2022-06-07,994400.8340008811,0.0011259887015420134
2022-06-08,999914.788363454,0.005545001747824463
2022-06-09,995928.1760477031,-0.003986952050459958
2022-06-10,982106.5250642712,-0.01387816040940082
2022-06-13,951634.082074827,-0.031027635202250492
2022-06-14,961149.4572733791,0.009998985300953
2022-06-15,983492.1908839331,0.023245847398110753
2022-06-16,946786.1417044891,-0.037322156209957935
2022-06-17,953531.634232369,0.0071246211058138
2022-06-21,990888.8367292602,0.03917772746676107
2022-06-22,989137.120736161,-0.0017678229163234915
2022-06-23,987268.035722399,-0.0018896116368284366
2022-06-24,1006831.0069693031,0.019815258409120462
2022-06-27,1005388.5254908861,-0.0014326947307266025
2022-06-28,982872.370943797,-0.02239547595403024
2022-06-29,975207.7450690271,-0.0077981903870286695
2022-06-30,967832.963957252,-0.0075622667570725
2022-07-01,972952.1181194792,0.00528929510862719
2022-07-05,983585.1320147023,0.010928609637825382
2022-07-06,981139.9503459332,-0.0024859888475139424
2022-07-07,1004596.9892871673,0.02390794395128193
2022-07-08,1015977.1259760762,0.011328061710581094
2022-07-11,985946.0631349953,-0.02955879819856111
2022-07-12,983620.6787235653,-0.0023585310580134244
2022-07-13,990866.0659227914,0.007366037900533362
2022-07-14,993188.7919273593,0.0023441371992134474
2022-07-15,996390.0694925995,0.0032232316667890615
2022-07-18,997270.2127271774,0.0008833320017191948
2022-07-19,1006359.0280004224,0.00911369371836579
2022-07-20,1009949.3709063354,0.0035676560809980717
2022-07-21,1054053.8744523353,0.043670014375493116
2022-07-22,1055035.3803476114,0.0009311724182845538
2022-07-25,1048100.8887442173,-0.006572757399954887
2022-07-26,1030684.8258771504,-0.016616780935978404
2022-07-27,1059704.7629744145,0.028155975879985418
2022-07-28,1070757.0786680274,0.01042961783298102
2022-07-29,1100266.5689123087,0.027559463142648344
2022-08-01,1100500.2914236095,0.00021242353253714263
2022-08-02,1106501.0586485704,0.005452762958561674
2022-08-03,1118851.6842868754,0.0111618742176256
2022-08-04,1121095.8154091863,0.002005744956036004
2022-08-05,1084030.4895684891,-0.03306169314990148
2022-08-08,1088115.5536717842,0.0037684033268485795
2022-08-09,1075289.336041741,-0.011787551043417999
2022-08-10,1095232.9384713713,0.01854719633233315
2022-08-11,1081272.725810334,-0.012746341139558526
2022-08-12,1105475.597915623,0.02238368871012697
2022-08-15,1122245.4865492582,0.015169840623578512
2022-08-16,1117274.4996909031,-0.004429500423869137
2022-08-17,1112643.33443854,-0.004145055895972138
2022-08-18,1110614.7796378462,-0.001823185146493933
2022-08-19,1099438.418715145,-0.010063220053982747
2022-08-22,1087277.3848731043,-0.01106113233358963
2022-08-23,1099044.0826250622,0.010822167292048768
2022-08-24,1100201.6077950262,0.0010532108659364603
2022-08-25,1098362.1821750263,-0.001671898683811568
2022-08-26,1084031.164745026,-0.013047624601951746
2022-08-29,1078155.9719150262,-0.00541976376793718
2022-08-30,1065385.449050026,-0.011844782385536545
2022-08-31,1061640.7184300262,-0.003514906856799005
2022-09-01,1064415.010855026,0.002613212150625266
2022-09-02,1051971.184790026,-0.01169076529182378
2022-09-06,1059509.277115026,0.007165683275350165
2022-09-07,1076109.604015026,0.01566793916632947
2022-09-08,1086048.2027150262,0.009235675123536513
2022-09-09,1104670.8610450262,0.017147174760240746
2022-09-12,1113137.2403250262,0.007664164574768151
2022-09-13,1091187.777425026,-0.019718559495495058
2022-09-14,1109883.9151850261,0.01713374924719102
2022-09-15,1111915.448360026,0.0018304014926293632
2022-09-16,1111198.2037550262,-0.0006450531882237209
2022-09-19,1121381.9636650262,0.009164665561541163
2022-09-20,1120774.296755026,-0.0005418911037360363
2022-09-21,1106666.0784650263,-0.012587920985382417
2022-09-22,1084955.4586050261,-0.019618040421111815
2022-09-23,1061386.655515026,-0.02172329094532921
2022-09-26,1062590.563685026,0.0011342786003050165
2022-09-27,1074898.859845026,0.011583291420653286
2022-09-28,1083538.096765026,0.00803725563654023
2022-09-29,1048781.964005026,-0.032076521225941845
2022-09-30,1043534.512860026,-0.0050033766074326635
2022-10-03,1003056.158360026,-0.03878966531644512
2022-10-04,1015524.827840026,0.012430679355367236
2022-10-05,1000253.682830026,-0.01503768750044343
2022-10-06,995513.8333900259,-0.004738647326535839
2022-10-07,968898.3844550259,-0.026735388341482258
2022-10-10,968704.760525026,-0.0001998392536373128
2022-10-11,957300.624580026,-0.011772561062690645
2022-10-12,958604.599250026,0.0013621370722203263
2022-10-13,966493.6909500259,0.008229766168628805
2022-10-14,937017.496940026,-0.03049807183016995
2022-10-17,962310.2969000259,0.026992879047186946
2022-10-18,963798.617400026,0.0015466118411020524
2022-10-19,967052.157600026,0.0033757469052786426
2022-10-20,941090.109320026,-0.02684658534285378
2022-10-21,953669.1579050261,0.013366465613042111
2022-10-24,948058.692085026,-0.005883031629464575
2022-10-25,967651.9069850259,0.02066666870266154
2022-10-26,971551.3225850259,0.004029771007375782
2022-10-27,972345.072815026,0.0008169925886036822
2022-10-28,978354.5174150261,0.006180362062824241
2022-10-31,976635.9812250261,-0.0017565577297488089
2022-11-01,977132.2571750261,0.0005081483372930684
2022-11-02,954673.0911350262,-0.02298477598614057
2022-11-03,955246.0997750262,0.0006002145083179311
2022-11-04,941556.6871750262,-0.014330770471843945
2022-11-07,923416.7185250262,-0.019265933636375854
2022-11-08,913327.3645050261,-0.010926111491803892
2022-11-09,889416.4087300262,-0.026180049677979822
2022-11-10,912314.1188300262,0.025744645449812475
2022-11-11,921454.7128300262,0.01001913026592427
2022-11-14,912711.5000600262,-0.00948848885166298
2022-11-15,918754.0341800263,0.006620420713010278
2022-11-16,905708.4326700262,-0.014199231812509039
2022-11-17,899187.7887100261,-0.0071994956928658205
2022-11-18,894013.2236600262,-0.005754710100571159
2022-11-21,872621.1878100261,-0.023928097799742476
2022-11-22,876161.1791800262,0.004056733230239473
2022-11-23,899209.5256100261,0.02630605758128901
2022-11-25,898621.9805500262,-0.0006534017303713169
2022-11-28,898722.8205900262,0.00011221630694846496
2022-11-29,895106.9156000263,-0.004023381744803212
2022-11-30,919103.4331700262,0.026808548958549894
2022-12-01,919105.6160900262,2.3750536894961982e-06
2022-12-02,919378.9843100262,0.00029742851660818914
2022-12-05,897941.3048700262,-0.023317565232457982
2022-12-06,893400.5086550261,-0.005056896470151062
2022-12-07,883425.0436250261,-0.011165725711324681
2022-12-08,882388.6314250261,-0.001173175027671003
2022-12-09,892054.8875850261,0.01095464721070738
2022-12-12,872713.7014850259,-0.02168160992017054
2022-12-13,860897.306615026,-0.01353982967139511
2022-12-14,853757.447365026,-0.008293508639344305
2022-12-15,855249.4639250259,0.0017475883397617409
2022-12-16,842469.3492900259,-0.014943142526331221
2022-12-19,841854.8452900259,-0.0007294081387266838
2022-12-20,821138.759240026,-0.024607669797116927
2022-12-21,820745.7049050259,-0.00047866981137745235
2022-12-22,799798.9189050258,-0.02552165168189824
2022-12-23,796031.2125350259,-0.004710817032808845
2022-12-27,771971.8400400259,-0.030224157188988854
2022-12-28,778149.689690026,0.008002687830789057
2022-12-29,793735.3443050259,0.02002912141648272
2022-12-30,796057.594355026,0.0029257233745001443
2023-01-03,770296.1258850258,-0.03236131236317441
2023-01-04,779753.8067750259,0.012277980600166938
2023-01-05,774120.7662650258,-0.007224126975792111
2023-01-06,778750.923265026,0.005981181750671416
2023-01-09,790190.5443050258,0.014689704626015265
2023-01-10,788624.9632350259,-0.0019812703167397805
2023-01-11,796065.8211450258,0.009435229997636352
2023-01-12,796643.3785850259,0.0007255146806446344
2023-01-13,794664.2520350259,-0.002484331889527902
2023-01-17,810111.3313400258,0.01943849778751483
2023-01-18,805514.6797850258,-0.005674098580248921
2023-01-19,802780.8625250258,-0.0033938763980434494
2023-01-20,813382.243845026,0.013205822179984672
2023-01-23,830893.9079750259,0.021529439894358404
2023-01-24,831130.1749750259,0.00028435278888472304
2023-01-25,832042.268070026,0.0010974130436636198
2023-01-26,858858.9231050259,0.03222991915687512
2023-01-27,888673.250675026,0.03471388230119632
2023-01-30,869677.622625026,-0.021375267046207402
2023-01-31,880755.2080550259,0.012737576708669707
2023-02-01,894580.424165026,0.015697001827023493
2023-02-02,906158.971840026,0.012942992449009871
2023-02-03,909037.5278900259,0.0031766567892108633
2023-02-06,917094.6648800259,0.008863371140134912
2023-02-07,920548.338450026,0.00376588557567481
2023-02-08,928087.2723500261,0.00818961219645864
2023-02-09,938236.009575026,0.010935110875189613
2023-02-10,920697.8823500259,-0.01869266053105756
2023-02-13,916915.2129350259,-0.004108480629221201
2023-02-14,941442.5109950259,0.026749799451454725
2023-02-15,949818.0242400258,0.00889646807657729
2023-02-16,929354.9534600258,-0.0215442013709658
2023-02-17,939861.218475026,0.011304900216956737
2023-02-21,921533.1934850259,-0.019500778018842202
2023-02-22,927375.8155550259,0.006340110276336963
2023-02-23,929402.9916450259,0.0021859272756501458
2023-02-24,920719.3703200258,-0.009343225062822591
2023-02-27,938687.5682900258,0.019515390410168587
2023-02-28,935483.9177000257,-0.0034129040356165596
2023-03-01,930577.3514900258,-0.005244949824539158
2023-03-02,910761.9747500258,-0.021293637448055125
2023-03-03,922251.3049550257,0.012615074545853089
2023-03-06,915621.1764150257,-0.007189069296381523
2023-03-07,905462.0550350258,-0.011095332482125797
2023-03-08,895957.7599950258,-0.010496624333564575
2023-03-09,880855.7897450258,-0.01685567213579786
2023-03-10,881722.0646150259,0.000983446870742366
2023-03-13,883443.3521600259,0.001952188352858597
2023-03-14,898020.8048500258,0.016500721471680135
2023-03-15,893356.3740500258,-0.005194123315193089
2023-03-16,899457.5486850259,0.006829496953539849
2023-03-17,892829.7491700258,-0.007368662951008242
2023-03-20,897994.2410900259,0.005784408421427356
2023-03-21,921715.2328100259,0.026415527666643346
2023-03-22,911081.533510026,-0.011536859673655364
2023-03-23,912854.1582500259,0.0019456269003397253
2023-03-24,909863.2766000261,-0.0032764068859953976
2023-03-27,912178.487185026,0.002544569766186777
2023-03-28,907855.485185026,-0.004739206263612794
2023-03-29,915593.0420550259,0.008522894883895571
2023-03-30,917901.7464750259,0.002521539935273154
2023-03-31,937964.2589450259,0.021856928093932693
2023-04-03,917068.769035026,-0.022277490544791223
2023-04-04,913468.5717150259,-0.003925765920246405
2023-04-05,901859.6762000258,-0.012708587765865365
2023-04-06,901101.2731200259,-0.0008409324643446903
2023-04-10,900192.8731800257,-0.0010080997187528196
2023-04-11,903936.3464900258,0.004158523602587394
2023-04-12,893690.1057500257,-0.011335135244628702
2023-04-13,902477.3777950258,0.009832571702945492
2023-04-14,901001.0438450257,-0.0016358680963363126
2023-04-17,904341.6575250257,0.0037076690452475525
2023-04-18,899875.3003750257,-0.004938793997639523
2023-04-19,893787.7112750257,-0.006764925204039929
2023-04-20,865014.7201100258,-0.03219219821668173
2023-04-21,868429.3353100258,0.003947464847263715
2023-04-24,864299.7806600258,-0.004755199395153786
2023-04-25,861230.6108400258,-0.0035510477830460463
2023-04-26,849950.4705500258,-0.013097700137478352
2023-04-27,860439.9679100259,0.012341304256484609
2023-04-28,867147.8770100259,0.007795905990156671
2023-05-01,863111.613840026,-0.004654642278451027
2023-05-02,860639.9819600258,-0.0028636295009445423
2023-05-03,861127.0219500259,0.00056590444344784
2023-05-04,862087.119240026,0.0011149310909159826
2023-05-05,876469.5052700259,0.01668321647431492
2023-05-08,879279.0515500259,0.003205526562084282
2023-05-09,874996.602600026,-0.004870409391024122
2023-05-10,874011.630050026,-0.0011256872850399224
2023-05-11,879742.8813500259,0.006557408509165752
2023-05-12,873112.8952800257,-0.007536277031109373
2023-05-15,870476.6926250258,-0.0030193147635901862
2023-05-16,870750.5469750259,0.000314602737006453
2023-05-17,882606.3685650259,0.013615634961340994
2023-05-18,887496.9743450257,0.0055410950500518474
2023-05-19,892739.3271750258,0.00590689656589416
2023-05-22,906812.4664750258,0.015763996131471947
2023-05-23,901815.5102750256,-0.0055104626201538665
2023-05-24,897191.0880450256,-0.005127902744309298
2023-05-25,899720.6715050256,0.002819447822996146
2023-05-26,913710.2368850256,0.01554878733262699
2023-05-30,926556.8967850256,0.014059883955986008
2023-05-31,931003.9370050257,0.004799532803037243
2023-06-01,936764.3444150257,0.006187307250848706
2023-06-02,947112.5642650255,0.011046769565575154
2023-06-05,952951.0964650256,0.00616455996920573
2023-06-06,958876.8103250256,0.006218276973478876
2023-06-07,964102.5323250256,0.0054498366669528675
2023-06-08,980565.9581050256,0.017076426238915587
2023-06-09,995834.3790350256,0.015571028959139754
2023-06-12,1004514.8110950254,0.008716742706162961
2023-06-13,1018705.0510950254,0.01412646169401044
2023-06-14,1015640.0109250254,-0.003008761139159266
2023-06-15,1014210.9325250254,-0.0014070717819578693
2023-06-16,1021614.4936050255,0.007299823776862446
2023-06-20,1043787.7321050253,0.0217041150441748
2023-06-21,1019909.0669750255,-0.022876935985675306
2023-06-22,1028098.9262050254,0.008029989628673961
2023-06-23,1015349.4369150256,-0.012401033563045782
2023-06-26,990618.1518500254,-0.024357412498442033
2023-06-27,1005175.3386100254,0.014695053520686896
2023-06-28,1014750.2189100253,0.009525582186725945
2023-06-29,1016751.3708800253,0.0019720636001927527
2023-06-30,1023526.4302800252,0.006663437684018891
2023-07-03,1052150.1237900252,0.027965759029953796
2023-07-05,1056362.2849700253,0.004003384198470794
2023-07-06,1046954.5968800252,-0.008905740221752612
2023-07-07,1043618.1884500253,-0.003186774708227702
2023-07-10,1035999.5319800252,-0.007300233509072163
2023-07-11,1036282.7033300253,0.00027333154239839175
2023-07-12,1039762.7620050253,0.003358213606979188
2023-07-13,1049091.067415025,0.008971570968757892
2023-07-14,1054577.860405025,0.005230044521796984
2023-07-17,1068766.8187800252,0.013454633278144668
2023-07-18,1073428.2986300252,0.004361549935954168
2023-07-19,1070156.782590025,-0.003047726656895011
2023-07-20,1025534.5230300252,-0.04169693664138052
2023-07-21,1021011.9950300251,-0.0044099227265775864
2023-07-24,1035209.4091800252,0.013905237371459656
2023-07-25,1029277.8568000252,-0.005729809183919854
2023-07-26,1027816.3935500253,-0.001419891859466893
2023-07-27,1014272.5652400254,-0.013177283797955575
2023-07-28,1031090.3653800254,0.01658114467092986
2023-07-31,1032641.4779000253,0.0015043419782398981
2023-08-01,1022686.6416400254,-0.009640166963120644
2023-08-02,1011795.4460700253,-0.010649592090627547
2023-08-03,1019936.3540300252,0.008046001779925538
2023-08-04,1011409.2230600253,-0.008360453999219808
2023-08-07,1007644.5516100252,-0.0037222039943535234
2023-08-08,1004910.3041600252,-0.0027135039291694696
2023-08-09,993203.1332900252,-0.011649965993517863
2023-08-10,998113.7978900252,0.00494427014515475
2023-08-11,993921.6561200253,-0.004200063939464482
2023-08-14,989417.6304200252,-0.004531570141637187
2023-08-15,978842.3616900253,-0.010688377086539802
2023-08-16,967399.7536700252,-0.011689939532494198
2023-08-17,957491.8476100252,-0.01024179096843092
2023-08-18,951697.5734900252,-0.00605151274599669
2023-08-21,976193.7031388253,0.02573940538586106
2023-08-22,979162.9328888252,0.0030416399331942845
2023-08-23,984843.6835488252,0.005801639818247661
2023-08-24,974287.8848888252,-0.010718247815696746
2023-08-25,987515.7735788253,0.013576981603860894
2023-08-28,987875.1009988253,0.00036387005616900225
2023-08-29,1016240.8224188252,0.028713874245154924
2023-08-30,1015805.2682188252,-0.00042859348925117224
2023-08-31,1017624.8322388253,0.0017912527892187668
2023-09-01,997469.8149788252,-0.019805940874750516
2023-09-05,1015160.2399788252,0.017735298586830428
2023-09-06,1008120.8298438252,-0.006934284714644523
